Key: review/i_id_index/609, Time Difference: 0ms
Key: review/u_id_index/686, Time Difference: 1ms
Key: review/u_id_index/687, Time Difference: 1ms
Key: review/u_id_index/688, Time Difference: 1ms
Key: review/u_id_index/689, Time Difference: 1ms
Key: review/i_id_index/748, Time Difference: 1ms
Key: review/creation_date_index/2020-10-19, Time Difference: 1ms
Key: review/creation_date_index/2020-10-20, Time Difference: 1ms
Key: review/creation_date_index/2020-10-21, Time Difference: 1ms
Key: review/u_id_index/854, Time Difference: 1ms
Key: review/u_id_index/855, Time Difference: 1ms
Key: review/u_id_index/856, Time Difference: 1ms
Key: review/u_id_index/857, Time Difference: 1ms
Key: review/u_id_index/858, Time Difference: 1ms
Key: review/u_id_index/859, Time Difference: 1ms
Key: review/u_id_index/860, Time Difference: 1ms
Key: review/u_id_index/861, Time Difference: 1ms
Key: review/creation_date_index/2020-10-22, Time Difference: 1ms
Key: review/u_id_index/862, Time Difference: 1ms
Key: review/u_id_index/863, Time Difference: 1ms
Key: review/creation_date_index/2020-10-23, Time Difference: 1ms
Key: review/creation_date_index/2020-10-24, Time Difference: 1ms
Key: review/creation_date_index/2020-10-25, Time Difference: 1ms
Key: review/creation_date_index/2020-10-26, Time Difference: 1ms
Key: review/creation_date_index/2020-10-27, Time Difference: 1ms
Key: review/creation_date_index/2020-10-28, Time Difference: 1ms
Key: review/u_id_index/838, Time Difference: 1ms
Key: review/u_id_index/1507, Time Difference: 1ms
Key: review/u_id_index/1922, Time Difference: 1ms
Key: review/i_id_index/320, Time Difference: 1ms
Key: review/i_id_index/326, Time Difference: 1ms
Key: trust/source_u_id_index/444, Time Difference: 1ms
Key: review/u_id_index/1310, Time Difference: 1ms
Key: review/u_id_index/1047, Time Difference: 1ms
Key: review/u_id_index/1048, Time Difference: 1ms
Key: review/u_id_index/1049, Time Difference: 1ms
Key: review/u_id_index/1050, Time Difference: 1ms
Key: review/u_id_index/1051, Time Difference: 1ms
Key: review/u_id_index/1052, Time Difference: 1ms
Key: review/u_id_index/1053, Time Difference: 1ms
Key: review/u_id_index/1054, Time Difference: 1ms
Key: review/u_id_index/1055, Time Difference: 1ms
Key: review/u_id_index/1056, Time Difference: 1ms
Key: review/i_id_index/173, Time Difference: 1ms
Key: review/creation_date_index/2022-01-02, Time Difference: 1ms
Key: review/creation_date_index/2022-01-03, Time Difference: 1ms
Key: review/creation_date_index/2022-01-04, Time Difference: 1ms
Key: review/creation_date_index/2022-01-05, Time Difference: 1ms
Key: review/creation_date_index/2022-01-06, Time Difference: 1ms
Key: review/creation_date_index/2022-01-07, Time Difference: 1ms
Key: review/creation_date_index/2022-01-08, Time Difference: 1ms
Key: review/creation_date_index/2022-01-09, Time Difference: 1ms
Key: review/creation_date_index/2022-01-10, Time Difference: 1ms
Key: review/creation_date_index/2022-01-11, Time Difference: 1ms
Key: review/i_id_index/495, Time Difference: 1ms
Key: review/a_id_index/1138, Time Difference: 1ms
Key: review/i_id_index/958, Time Difference: 1ms
Key: review/i_id_index/139, Time Difference: 1ms
Key: trust/source_u_id_index/380, Time Difference: 1ms
Key: review/a_id_index/1264, Time Difference: 1ms
Key: review/i_id_index/711, Time Difference: 1ms
Key: review/i_id_index/62, Time Difference: 1ms
Key: review/i_id_index/95, Time Difference: 1ms
Key: trust/source_u_id_index/140, Time Difference: 1ms
Key: review/i_id_index/80, Time Difference: 1ms
Key: trust/source_u_id_index/855, Time Difference: 2ms
Key: review/u_id_index/1327, Time Difference: 2ms
Key: review/i_id_index/106, Time Difference: 2ms
Key: review/creation_date_index/2021-01-08, Time Difference: 2ms
Key: review/creation_date_index/2021-01-09, Time Difference: 2ms
Key: review/creation_date_index/2021-01-10, Time Difference: 2ms
Key: review/creation_date_index/2021-01-11, Time Difference: 2ms
Key: review/creation_date_index/2021-01-12, Time Difference: 2ms
Key: review/creation_date_index/2021-01-13, Time Difference: 2ms
Key: review/creation_date_index/2021-01-14, Time Difference: 2ms
Key: review/creation_date_index/2021-01-15, Time Difference: 2ms
Key: review/creation_date_index/2021-01-16, Time Difference: 2ms
Key: review/creation_date_index/2021-01-17, Time Difference: 2ms
Key: review/u_id_index/1714, Time Difference: 2ms
Key: review/creation_date_index/2023-11-29, Time Difference: 2ms
Key: review/creation_date_index/2023-11-30, Time Difference: 2ms
Key: review/creation_date_index/2023-12-01, Time Difference: 2ms
Key: review/creation_date_index/2023-12-02, Time Difference: 2ms
Key: review/creation_date_index/2023-12-03, Time Difference: 2ms
Key: review/creation_date_index/2023-12-04, Time Difference: 2ms
Key: review/creation_date_index/2023-12-05, Time Difference: 2ms
Key: review/creation_date_index/2023-12-06, Time Difference: 2ms
Key: review/creation_date_index/2023-12-07, Time Difference: 2ms
Key: review/creation_date_index/2023-12-08, Time Difference: 2ms
Key: review/u_id_index/1334, Time Difference: 2ms
Key: review/creation_date_index/2020-02-17, Time Difference: 2ms
Key: review/creation_date_index/2020-02-18, Time Difference: 2ms
Key: review/creation_date_index/2020-02-19, Time Difference: 2ms
Key: review/creation_date_index/2020-02-20, Time Difference: 2ms
Key: review/creation_date_index/2020-02-21, Time Difference: 2ms
Key: review/creation_date_index/2020-02-22, Time Difference: 2ms
Key: review/creation_date_index/2020-02-23, Time Difference: 2ms
Key: review/creation_date_index/2020-02-24, Time Difference: 2ms
Key: review/creation_date_index/2020-02-25, Time Difference: 2ms
Key: review/creation_date_index/2020-02-26, Time Difference: 2ms
Key: review/i_id_index/291, Time Difference: 2ms
Key: trust/source_u_id_index/377, Time Difference: 2ms
Key: review/i_id_index/707, Time Difference: 2ms
Key: trust/source_u_id_index/1033, Time Difference: 2ms
Key: review/i_id_index/634, Time Difference: 2ms
Key: review/i_id_index/872, Time Difference: 2ms
Key: review/u_id_index/786, Time Difference: 2ms
Key: review/i_id_index/823, Time Difference: 2ms
Key: trust/source_u_id_index/977, Time Difference: 2ms
Key: review/i_id_index/984, Time Difference: 2ms
Key: review/i_id_index/971, Time Difference: 2ms
Key: review/i_id_index/817, Time Difference: 2ms
Key: review/i_id_index/328, Time Difference: 2ms
Key: trust/source_u_id_index/732, Time Difference: 2ms
Key: review/i_id_index/898, Time Difference: 2ms
Key: review/i_id_index/696, Time Difference: 2ms
Key: review/u_id_index/245, Time Difference: 2ms
Key: review/i_id_index/492, Time Difference: 2ms
Key: review/i_id_index/232, Time Difference: 2ms
Key: review/i_id_index/565, Time Difference: 2ms
Key: trust/source_u_id_index/561, Time Difference: 2ms
Key: review/u_id_index/1086, Time Difference: 2ms
Key: review/u_id_index/1292, Time Difference: 2ms
Key: review/i_id_index/523, Time Difference: 2ms
Key: review/i_id_index/877, Time Difference: 2ms
Key: review/i_id_index/382, Time Difference: 2ms
Key: review/i_id_index/410, Time Difference: 2ms
Key: trust/source_u_id_index/136, Time Difference: 2ms
Key: review/u_id_index/835, Time Difference: 2ms
Key: review/i_id_index/838, Time Difference: 2ms
Key: trust/source_u_id_index/956, Time Difference: 2ms
Key: review/a_id_index/638, Time Difference: 2ms
Key: review/i_id_index/90, Time Difference: 2ms
Key: review/i_id_index/444, Time Difference: 2ms
Key: review/u_id_index/807, Time Difference: 2ms
Key: review/a_id_index/1034, Time Difference: 2ms
Key: review/i_id_index/999, Time Difference: 2ms
Key: review/u_id_index/969, Time Difference: 2ms
Key: review/u_id_index/70, Time Difference: 2ms
Key: review/i_id_index/459, Time Difference: 2ms
Key: review/u_id_index/1673, Time Difference: 2ms
Key: review/u_id_index/1674, Time Difference: 2ms
Key: review/u_id_index/1675, Time Difference: 2ms
Key: review/u_id_index/1676, Time Difference: 2ms
Key: review/u_id_index/1677, Time Difference: 2ms
Key: review/u_id_index/1678, Time Difference: 2ms
Key: review/u_id_index/1679, Time Difference: 2ms
Key: review/u_id_index/1680, Time Difference: 2ms
Key: review/u_id_index/1681, Time Difference: 2ms
Key: review/u_id_index/1682, Time Difference: 2ms
Key: review/i_id_index/53, Time Difference: 2ms
Key: review/u_id_index/1335, Time Difference: 2ms
Key: review/a_id_index/852, Time Difference: 2ms
Key: review/i_id_index/815, Time Difference: 2ms
Key: review/u_id_index/921, Time Difference: 2ms
Key: review/i_id_index/305, Time Difference: 2ms
Key: review/i_id_index/935, Time Difference: 2ms
Key: review/a_id_index/147, Time Difference: 2ms
Key: review/i_id_index/542, Time Difference: 2ms
Key: review/u_id_index/605, Time Difference: 2ms
Key: review/i_id_index/71, Time Difference: 2ms
Key: review/creation_date_index/2022-09-13, Time Difference: 2ms
Key: review/creation_date_index/2022-09-14, Time Difference: 2ms
Key: review/creation_date_index/2022-09-15, Time Difference: 2ms
Key: review/creation_date_index/2022-09-16, Time Difference: 2ms
Key: review/creation_date_index/2022-09-17, Time Difference: 2ms
Key: review/creation_date_index/2022-09-18, Time Difference: 2ms
Key: review/creation_date_index/2022-09-19, Time Difference: 2ms
Key: review/creation_date_index/2022-09-20, Time Difference: 2ms
Key: review/creation_date_index/2022-09-21, Time Difference: 2ms
Key: review/creation_date_index/2022-09-22, Time Difference: 2ms
Key: review/u_id_index/976, Time Difference: 2ms
Key: review/a_id_index/295, Time Difference: 2ms
Key: review/i_id_index/442, Time Difference: 2ms
Key: review/u_id_index/453, Time Difference: 2ms
Key: review/u_id_index/1488, Time Difference: 2ms
Key: review/u_id_index/1790, Time Difference: 2ms
Key: review/u_id_index/1146, Time Difference: 2ms
Key: review/u_id_index/1147, Time Difference: 2ms
Key: review/u_id_index/1148, Time Difference: 2ms
Key: review/u_id_index/1149, Time Difference: 2ms
Key: review/u_id_index/1150, Time Difference: 2ms
Key: review/u_id_index/1151, Time Difference: 2ms
Key: review/u_id_index/1152, Time Difference: 2ms
Key: review/u_id_index/1153, Time Difference: 2ms
Key: review/u_id_index/1154, Time Difference: 2ms
Key: review/u_id_index/1155, Time Difference: 2ms
Key: review/u_id_index/689, Time Difference: 2ms
Key: review/u_id_index/690, Time Difference: 2ms
Key: review/u_id_index/691, Time Difference: 2ms
Key: review/u_id_index/692, Time Difference: 2ms
Key: review/u_id_index/693, Time Difference: 2ms
Key: review/u_id_index/694, Time Difference: 2ms
Key: review/u_id_index/695, Time Difference: 2ms
Key: review/u_id_index/696, Time Difference: 2ms
Key: review/u_id_index/697, Time Difference: 2ms
Key: review/u_id_index/698, Time Difference: 2ms
Key: review/u_id_index/641, Time Difference: 2ms
Key: review/i_id_index/27, Time Difference: 2ms
Key: review/i_id_index/643, Time Difference: 2ms
Key: trust/source_u_id_index/473, Time Difference: 2ms
Key: review/u_id_index/32, Time Difference: 2ms
Key: review/u_id_index/691, Time Difference: 2ms
Key: review/u_id_index/452, Time Difference: 2ms
Key: review/i_id_index/976, Time Difference: 2ms
Key: review/i_id_index/422, Time Difference: 2ms
Key: review/i_id_index/19, Time Difference: 2ms
Key: review/i_id_index/706, Time Difference: 2ms
Key: review/i_id_index/166, Time Difference: 2ms
Key: trust/source_u_id_index/616, Time Difference: 2ms
Key: review/u_id_index/1084, Time Difference: 2ms
Key: trust/source_u_id_index/1077, Time Difference: 2ms
Key: review/i_id_index/202, Time Difference: 2ms
Key: review/u_id_index/268, Time Difference: 2ms
Key: review/u_id_index/269, Time Difference: 2ms
Key: review/u_id_index/270, Time Difference: 2ms
Key: review/u_id_index/271, Time Difference: 2ms
Key: review/u_id_index/272, Time Difference: 2ms
Key: review/u_id_index/273, Time Difference: 2ms
Key: review/u_id_index/274, Time Difference: 2ms
Key: review/u_id_index/275, Time Difference: 2ms
Key: review/u_id_index/276, Time Difference: 2ms
Key: review/u_id_index/277, Time Difference: 2ms
Key: review/u_id_index/1504, Time Difference: 2ms
Key: review/creation_date_index/2023-01-20, Time Difference: 2ms
Key: review/creation_date_index/2023-01-21, Time Difference: 2ms
Key: review/creation_date_index/2023-01-22, Time Difference: 2ms
Key: review/creation_date_index/2023-01-23, Time Difference: 2ms
Key: review/creation_date_index/2023-01-24, Time Difference: 2ms
Key: review/creation_date_index/2023-01-25, Time Difference: 2ms
Key: review/creation_date_index/2023-01-26, Time Difference: 2ms
Key: review/creation_date_index/2023-01-27, Time Difference: 2ms
Key: review/creation_date_index/2023-01-28, Time Difference: 2ms
Key: review/creation_date_index/2023-01-29, Time Difference: 2ms
Key: review/i_id_index/454, Time Difference: 2ms
Key: review/i_id_index/978, Time Difference: 2ms
Key: review/i_id_index/245, Time Difference: 2ms
Key: review/i_id_index/946, Time Difference: 2ms
Key: trust/source_u_id_index/599, Time Difference: 2ms
Key: review/i_id_index/807, Time Difference: 2ms
Key: review/i_id_index/911, Time Difference: 2ms
Key: trust/source_u_id_index/972, Time Difference: 2ms
Key: trust/source_u_id_index/407, Time Difference: 2ms
Key: review/i_id_index/572, Time Difference: 2ms
Key: review/i_id_index/622, Time Difference: 2ms
Key: review/i_id_index/295, Time Difference: 2ms
Key: review/a_id_index/29, Time Difference: 2ms
Key: review/i_id_index/649, Time Difference: 2ms
Key: review/i_id_index/32, Time Difference: 2ms
Key: review/i_id_index/218, Time Difference: 2ms
Key: review/i_id_index/696, Time Difference: 2ms
Key: review/i_id_index/784, Time Difference: 2ms
Key: trust/source_u_id_index/698, Time Difference: 2ms
Key: review/u_id_index/360, Time Difference: 2ms
Key: review/i_id_index/174, Time Difference: 2ms
Key: review/u_id_index/765, Time Difference: 2ms
Key: review/u_id_index/232, Time Difference: 2ms
Key: review/i_id_index/557, Time Difference: 2ms
Key: review/u_id_index/830, Time Difference: 2ms
Key: review/u_id_index/1335, Time Difference: 2ms
Key: review/u_id_index/1336, Time Difference: 2ms
Key: review/u_id_index/1337, Time Difference: 2ms
Key: review/u_id_index/1338, Time Difference: 2ms
Key: review/u_id_index/1339, Time Difference: 2ms
Key: review/u_id_index/1340, Time Difference: 2ms
Key: review/u_id_index/1341, Time Difference: 2ms
Key: review/u_id_index/1342, Time Difference: 2ms
Key: review/u_id_index/1343, Time Difference: 2ms
Key: review/u_id_index/1344, Time Difference: 2ms
Key: review/u_id_index/420, Time Difference: 2ms
Key: review/u_id_index/1849, Time Difference: 2ms
Key: review/u_id_index/1850, Time Difference: 2ms
Key: review/u_id_index/1851, Time Difference: 2ms
Key: review/u_id_index/1852, Time Difference: 2ms
Key: review/u_id_index/1853, Time Difference: 2ms
Key: review/u_id_index/1854, Time Difference: 2ms
Key: review/u_id_index/1855, Time Difference: 2ms
Key: review/u_id_index/1856, Time Difference: 2ms
Key: review/u_id_index/1857, Time Difference: 2ms
Key: review/u_id_index/1858, Time Difference: 2ms
Key: review/i_id_index/484, Time Difference: 2ms
Key: review/a_id_index/1261, Time Difference: 2ms
Key: review/i_id_index/771, Time Difference: 2ms
Key: review/i_id_index/30, Time Difference: 2ms
Key: review/u_id_index/1286, Time Difference: 2ms
Key: review/i_id_index/798, Time Difference: 2ms
Key: review/creation_date_index/2023-06-06, Time Difference: 2ms
Key: review/creation_date_index/2023-06-07, Time Difference: 2ms
Key: review/creation_date_index/2023-06-08, Time Difference: 2ms
Key: review/creation_date_index/2023-06-09, Time Difference: 2ms
Key: review/creation_date_index/2023-06-10, Time Difference: 2ms
Key: review/creation_date_index/2023-06-11, Time Difference: 2ms
Key: review/creation_date_index/2023-06-12, Time Difference: 2ms
Key: review/creation_date_index/2023-06-13, Time Difference: 2ms
Key: review/creation_date_index/2023-06-14, Time Difference: 2ms
Key: review/creation_date_index/2023-06-15, Time Difference: 2ms
Key: review/i_id_index/72, Time Difference: 3ms
Key: trust/source_u_id_index/1085, Time Difference: 3ms
Key: review/creation_date_index/2022-02-08, Time Difference: 3ms
Key: review/creation_date_index/2022-02-09, Time Difference: 3ms
Key: review/creation_date_index/2022-02-10, Time Difference: 3ms
Key: review/creation_date_index/2022-02-11, Time Difference: 3ms
Key: review/creation_date_index/2022-02-12, Time Difference: 3ms
Key: review/creation_date_index/2022-02-13, Time Difference: 3ms
Key: review/creation_date_index/2022-02-14, Time Difference: 3ms
Key: review/creation_date_index/2022-02-15, Time Difference: 3ms
Key: review/creation_date_index/2022-02-16, Time Difference: 3ms
Key: review/creation_date_index/2022-02-17, Time Difference: 3ms
Key: review/i_id_index/332, Time Difference: 3ms
Key: trust/source_u_id_index/59, Time Difference: 3ms
Key: review/i_id_index/259, Time Difference: 3ms
Key: review/i_id_index/714, Time Difference: 3ms
Key: review/i_id_index/990, Time Difference: 3ms
Key: review/i_id_index/139, Time Difference: 3ms
Key: review/i_id_index/856, Time Difference: 3ms
Key: review/i_id_index/36, Time Difference: 3ms
Key: review/u_id_index/1464, Time Difference: 3ms
Key: review/u_id_index/971, Time Difference: 3ms
Key: review/i_id_index/729, Time Difference: 3ms
Key: review/i_id_index/215, Time Difference: 3ms
Key: review/i_id_index/142, Time Difference: 3ms
Key: review/i_id_index/295, Time Difference: 3ms
Key: trust/source_u_id_index/666, Time Difference: 3ms
Key: review/u_id_index/422, Time Difference: 3ms
Key: review/i_id_index/83, Time Difference: 3ms
Key: review/u_id_index/858, Time Difference: 3ms
Key: review/i_id_index/704, Time Difference: 3ms
